CodCLiente,Cliente,Direccion,Telefono,latitud,longitud
1654,Castellanos Dr. Ariadna Valles,"Calle Gutiérrez 015 Interior 872
Vieja Camboya, CHIS 23738-8352",1-778-876-7875x55831,-1.0746593143793723,-79.28599022655382
1655,Fonseca Sr(a). Teodoro Mena,"Viaducto Camarillo 886 Interior 243
San Itzel los altos, CHIH 91197",05319354322,-0.9755800914274787,-79.29779049370148
1656,Ponce Lic. Mariana Olivárez,"Ampliación Nigeria 068 Interior 270
Vieja Belice, NL 34672-2461",636-482-2990,-0.8142436059965175,-79.48471467119586
1657,Cazares Angélica Vega,"Eje vial Liberia 946 Edif. 238 , Depto. 169
Nueva Papua Nueva Guinea, TAB 92319",(857)621-2280,-1.1150509264980573,-79.30569331140684
1658,Espinoza David Tapia Montemayor,"Retorno Veracruz de Ignacio de la Llave 107 328
San Zoé los bajos, DGO 18431",884.245.8142x95929,-0.969572371397369,-79.59301391384697
1659,Espinal Lic. Adriana Razo,"Prolongación Sur Toro 569 022
Nueva Panamá, OAX 01727",621-908-5829x56877,-1.1489211287656316,-79.43086616986525
1660,Alva Olivia Eduardo Salinas,"Prolongación Jáquez 805 Interior 674
Nueva Polonia, VER 28103",(613)240-9324x13701,-0.8145395788481281,-79.49504914529436
1661,Trujillo Hilda Rufino Jaime,"Retorno Norte Yáñez 946 Edif. 034 , Depto. 014
Vieja Italia, AGS 83190",635.887.5489,-1.145382869144503,-79.35293711527872
1662,Polanco Lorenzo Abel Chávez,"Cerrada Puebla 430 863
Vieja Nigeria, CHIS 03079",+93(6)7113662817,-0.8411412397034266,-79.51995331162259
1663,García Noelia Natalia Aguilar Marroquín,"Circuito Sur Córdova 936 Edif. 074 , Depto. 909
San Ramiro los altos, Q. ROO 48744",063-926-5087x831,-1.20451845675449,-79.32323768542861
1664,Cabrera Luisa Delgado,"Peatonal Figueroa 389 Interior 798
Nueva Brunei Darussalam, OAX 78779",05867592844,-0.9534329935041348,-79.32630851343313
1665,Ceja Sara Socorro Corral,"Circuito Sur Madera 697 Interior 503
Vieja Jordania, NL 72418",215.655.9267x99930,-0.9028476798476528,-79.4343065415243
1666,Lara Reynaldo Virginia Ledesma Saavedra,"Calzada México 159 Edif. 681 , Depto. 447
San Vicente los bajos, SON 90623",(910)579-4310,-0.9958410189733383,-79.28952350835486
1667,Guzmán Mitzy Virginia Ávila,"Viaducto Querétaro 536 968
Vieja Guatemala, VER 17995",(744)627-5168,-1.1704331779946215,-79.40163248696699
1668,Serrano Esmeralda Isabela Olivárez Alcaraz,"Circuito San Luis Potosí 709 162
Vieja Suiza, AGS 47388-8620",1-530-405-4324,-1.0247758003215848,-79.560425614221
1669,Cantú Perla Camilo Carvajal,"Eje vial República de Moldova 441 Edif. 208 , Depto. 552
San Genaro los altos, MICH 82753-8223",173.056.3539,-1.040307766643876,-79.26678118433396
1670,Fernández Anel Celia Jaime Elizondo,"Calle República Democrática Popular Lao 230 082
Vieja Arabia Saudita, VER 08167-6110",1-503-392-2201x1519,-1.0724169982353768,-79.40778345929351
1671,Altamirano Wendolin Sarabia,"Diagonal Bélgica 986 Edif. 302 , Depto. 460
San Salma los bajos, NL 87272",1-299-958-5176x3416,-1.0644347340269507,-79.68388509551596
1672,Nazario Ing. Nadia Cortez,"Eje vial Armenia 125 Interior 985
San Gloria los altos, TLAX 91106-8724",1-993-414-0467,-0.9032638874188386,-79.39780648693268
1673,Rivero Violeta Nieto de la Crúz,"Eje vial Morelos 452 350
San Gabriel de la Montaña, YUC 64350-7613",1-282-902-2653x780,-1.1092230372867307,-79.54289888592432
1674,Pineda Silvia Marcela Concepción Arias,"Periférico Nájera 804 Interior 886
Nueva República Árabe Siria, GRO 04759",860.339.3552,-1.0290121313069924,-79.55319412490273
1675,Arroyo Rosalia Valles Cotto,"Calzada Sur Salas 461 305
Vieja Austria, GRO 90482",1-656-915-7949,-0.8879173356444641,-79.504003742571
1676,Rivera Lucas Héctor López,"Ampliación Michoacán de Ocampo 585 Interior 437
San Abril de la Montaña, PUE 69960-9651",962-754-0201x0250,-0.876188991643336,-79.45837860168241
1677,Batista Anabel Concepción Ordóñez Granados,"Calzada Barrera 689 Edif. 453 , Depto. 828
San Genaro los bajos, GTO 40758-2258",300.211.0722x54571,-1.086091020641303,-79.33959711317365
1678,Lozada Sr(a). Silvia Leyva,"Peatonal Jordania 151 Edif. 435 , Depto. 856
Nueva Sudán, QRO 21933",(432)139-2009x366,-1.0654307565953127,-79.38737634274385
1679,Echeverría José Jaqueline de León,"Avenida Sur Anaya 241 944
San Susana los altos, COL 42438-6792",(272)258-7659,-0.9992635283073807,-79.65575074053258
1680,Rosales Natalia Cynthia del Río Montañez,"Ampliación Arreola 073 Interior 667
Nueva Trinidad y Tabago, CHIS 76387-4368",+25(8)2407697071,-0.9697521669262419,-79.34046146345541
1681,Granado Dr. María José Bonilla,"Avenida Luna 351 006
Nueva Congo, Q. ROO 46433",966.053.1225x2826,-1.099556846317977,-79.54336213908763
1682,Aguilar Rufino Julio César Castellanos Matos,"Peatonal Norte Valdés 721 Interior 325
San Octavio los bajos, MEX 84242-7060",976-011-3953x6859,-1.054528446102034,-79.48507736763875
1683,Rosales Graciela Silvano Angulo,"Privada Norte de la Garza 061 Interior 761
San Micaela los bajos, SON 78462-9696",797-917-3755,-1.0235214884006536,-79.40343597127791
1684,Zapata Ing. Esteban Villalpando,"Privada Navarrete 320 Edif. 780 , Depto. 169
Nueva Brasil, QRO 21411",(896)179-4272x0992,-1.0269892104381055,-79.25551603515304
1685,Alonzo Vicente Dávila Crespo,"Andador Distrito Federal 116 Edif. 110 , Depto. 586
Vieja Malasia, NAY 15548-1710",(624)525-4001x330,-1.047262642639433,-79.39959111317341
1686,Salinas Maximiliano Leiva,"Ampliación Sudán del Sur 442 Interior 048
San Ángela de la Montaña, GRO 46284-6794",158.905.4568,-0.9827639099424357,-79.44505233847407
1687,Almanza Horacio Merino,"Peatonal Malta 403 Edif. 781 , Depto. 511
Vieja Israel, Q. ROO 35285-9363",451.522.4157x0938,-1.2052982061509945,-79.47992754126437
1688,Alfaro Wilfrido Delia Ocampo Hernádez,"Retorno Olvera 757 Edif. 061 , Depto. 166
Nueva Honduras, VER 18135",1-070-212-3096x49370,-1.0058196760674063,-79.6321610151318
1689,Bustamante Dr. Nicolás Quintana,"Calzada Querétaro 110 Edif. 339 , Depto. 549
Nueva Guyana, DF 67710",(763)000-0546,-0.8586293222607946,-79.4642042078756
1690,Carreón Lorena Natalia Melgar Pedraza,"Ampliación Rascón 410 047
San Bruno los altos, NL 73665-9690",(365)214-2391x8727,-1.0071255044640666,-79.40422672841667
1691,de Jesús Dr. Ángel Zelaya,"Boulevard Vela 283 Edif. 826 , Depto. 118
Nueva República de Macedonia del Norte, JAL 36219-9944",1-247-274-2771x0939,-0.9304005658062402,-79.391067886323
1692,Espino Indira Sonia Varela,"Circuito Sur Bernal 067 Edif. 650 , Depto. 804
Vieja Turquía, BC 83011",+84(7)1420039034,-0.9080959066457788,-79.28698148591437
1693,Alemán Virginia Llamas Mares,"Corredor Centeno 303 Edif. 987 , Depto. 545
Vieja Sudáfrica, AGS 19794",1-693-433-5615x5351,-1.0128775193350703,-79.4439029489948
1694,Carrasco Estefanía Galindo Cintrón,"Callejón Norte Alcaraz 135 Edif. 897 , Depto. 031
Nueva Burkina Faso, PUE 96627",527-008-5146x73911,-0.9488612647118624,-79.5036454673136
1695,Menéndez José Eduardo Paz Venegas,"Peatonal Borrego 150 Edif. 924 , Depto. 578
San Andrés los altos, CHIH 29591-0372",(854)787-8135x11297,-1.154560342878631,-79.31812275980461
1696,Molina Mtro. Salvador Cervantes,"Circunvalación Bhután 560 Edif. 077 , Depto. 723
Vieja Djibouti, MICH 70871-4979",(545)033-3820,-1.019075847271557,-79.66411102920591
1697,Chapa Lourdes Ibarra,"Circuito Norte Roldán 721 Edif. 219 , Depto. 566
Nueva Ucrania, TAB 59622-8637",1-130-847-3558x212,-1.004747230305754,-79.27145534205907
1698,Pantoja Jonás Llamas Espinoza,"Ampliación Jalisco 604 Edif. 292 , Depto. 959
Vieja Emiratos Árabes Unidos, COAH 28390",1-231-140-6164x664,-0.9631441542594982,-79.40221598732049
1699,Pabón Lorena Valverde,"Eje vial Suiza 197 Edif. 135 , Depto. 453
Vieja Eritrea, COL 44522-8010",872-158-3248,-1.165340081652166,-79.42536645978859
1700,Acevedo Gregorio Melgar,"Boulevard República Checa 288 610
Vieja Dinamarca, BC 01114",136.422.6647,-1.052799879130727,-79.27502613867343
1701,Tamayo Eloy Flavio Ozuna,"Calle Canadá 697 156
San Abigail de la Montaña, BCS 17179",1-412-772-3310,-1.14581735954742,-79.30156892012789
1702,León Alfredo Bernardo Ávila Lebrón,"Boulevard Norte Rivero 676 Edif. 906 , Depto. 059
Nueva Italia, TLAX 93292-3085",579-756-1028x6382,-0.9789680567109047,-79.37673479352826
1703,Osorio Horacio Llamas Barragán,"Eje vial Nicaragua 441 Interior 746
Vieja Kuwait, GRO 43274",00342342773,-1.0594891140988403,-79.26076058118792
1704,Cisneros Marisol Alta  Gracia Mesa,"Retorno Barbados 946 Interior 948
Nueva México, Q. ROO 07817",02736652946,-0.8647739486226769,-79.56617872631632
1705,Cardona Luisa José Eduardo Ávila,"Calzada Norte Cardenas 260 036
Vieja Noruega, YUC 93811-2688",(977)317-6023x889,-1.0935657601984723,-79.51279707418837
1706,Grijalva Abelardo Abraham Pérez,"Corredor Kazajstán 805 Edif. 924 , Depto. 987
San Elsa de la Montaña, NL 39639-6036",(026)757-5788,-0.8445102148196516,-79.49796931997959
1707,Dávila Homero Gabriela del Río,"Privada Baja California 494 Interior 300
Nueva Malta, SLP 56561-1579",1-438-847-7972,-0.9729576942748767,-79.49069914403832
1708,Guevara Dr. Jaime García,"Circunvalación Sur Correa 944 Interior 291
San Wilfrido de la Montaña, COAH 27851-1271",+04(8)0020637480,-0.9215019151742597,-79.40486406461783
1709,Padrón Martha Muro Angulo,"Privada República Democrática del Congo 746 Edif. 816 , Depto. 946
Vieja Ecuador, GTO 25527-3801",1-197-085-6657x4343,-0.9612647963068239,-79.55648476259286
1710,Montañez Marisol Reyes,"Cerrada Yucatán 537 Edif. 921 , Depto. 675
San Emiliano los bajos, SON 81178",(410)658-6339,-1.1277667686286204,-79.5286667242564
1711,de la Rosa Sr(a). Miguel Menchaca,"Pasaje Norte Ramón 994 689
San Benito los bajos, CHIH 33576-0909",378-809-6096,-0.9723758983747373,-79.54537720403327
1712,Zaragoza Felipe Valdivia Barrios,"Prolongación Chacón 550 Edif. 634 , Depto. 987
San Hilda los bajos, JAL 43509",(587)859-7802x2252,-0.8499445059379871,-79.54728134625616
1713,Negrete Dr. Lilia Rascón,"Continuación Sur Ávalos 272 Edif. 306 , Depto. 847
San Citlali los altos, MEX 49894",661.278.6567,-0.9365116889705285,-79.2976154612709
1714,Puga Uriel Ángela Peres,"Retorno Arredondo 534 Interior 980
Nueva Zambia, DF 59025-7982",03518547276,-1.079998683509923,-79.5633801008821
1715,Castro Mónica Soto,"Pasaje Querétaro 221 Interior 999
Nueva Uzbekistán, BCS 51017",(465)947-5982,-1.14501589708367,-79.40908987454877
1716,Fajardo María Luisa Trinidad Tórrez Carrión,"Boulevard Chiapas 508 Edif. 277 , Depto. 801
San Cornelio los bajos, ZAC 66231-7071",973.994.1410,-1.0748994914847112,-79.3955733207443
1717,Irizarry María Cristina Pilar de Anda Rendón,"Boulevard Gurule 204 Interior 403
Vieja Papua Nueva Guinea, SIN 01726-1036",1-706-585-3114x771,-0.8660382714308585,-79.35312473630788
1718,Chapa Ana Valladares Gonzales,"Callejón San Vicente y las Granadinas 854 Interior 359
Vieja Kirguistán, Q. ROO 58433-8666",1-626-917-3810,-0.9894994959168794,-79.3246103247366
1719,del Río Hermelinda Roque de León,"Avenida Hidalgo 457 Interior 554
San Socorro los altos, OAX 81746",109.588.7015,-1.121114152382567,-79.5177352926538
1720,Ramírez Reynaldo Olmos Armenta,"Prolongación Pakistán 779 Interior 076
San Cristian los bajos, CHIH 91273-5495",586.054.8992x340,-0.8135442204764065,-79.40326022282373
1721,Juárez Dr. Alfonso Duarte,"Prolongación Norte Macías 080 Interior 674
Vieja Paraguay, MEX 50399",1-154-036-1546x9987,-0.9394473395742755,-79.29611623843942
1722,Reyes Lic. Amelia Abrego,"Peatonal Norte Echeverría 778 Edif. 621 , Depto. 928
San Mariana los bajos, AGS 45882-7727",08296365650,-1.1203125050067275,-79.41056649910219
1723,Orosco Dr. Adalberto Gollum,"Ampliación Gaona 261 Interior 400
San Jaqueline de la Montaña, TAMPS 67742-9666",150-026-2779,-0.9373663606974321,-79.54507905880541
1724,Barreto Serafín Negrete Gollum,"Corredor Norte Ozuna 924 012
Nueva Tonga, SIN 70023-7417",897.767.4374x466,-0.9185340193585219,-79.40467164878125
1725,Partida Raquel Abigail Pabón Velásquez,"Privada Candelaria 741 Edif. 728 , Depto. 137
San Marco Antonio los altos, TAMPS 43015",(120)265-9642x9032,-1.0966252854913274,-79.60319154425504
1726,Colón María del Carmen Cardona Salas,"Corredor Bélgica 705 Edif. 241 , Depto. 526
San Mariana los bajos, SIN 20545",04612161037,-0.8503310382437084,-79.59782115614186
1727,Carreón Francisco Javier Lerma Tello,"Viaducto Canales 718 101
Vieja Fiji, BCS 06728",1-131-198-5340x414,-1.209228503433776,-79.34739524207195
1728,Monroy René Andrea Almaraz,"Circuito Luna 248 Edif. 508 , Depto. 599
Nueva Argentina, Q. ROO 53426-0821",980.763.0906x5914,-1.1413944316643374,-79.51816921702066
1729,Santacruz Alejandra Zaragoza Velásquez,"Periférico Oaxaca 603 Interior 433
Vieja Filipinas, PUE 66209-4353",1-981-841-5452x13462,-0.9169953946299716,-79.54291500440975
1730,Ontiveros Carlota Villaseñor Casillas,"Calzada Griego 191 977
Vieja Botswana, GTO 88901-0098",569-232-7621x88382,-1.0762827318110173,-79.5680761512169
1731,Jurado Isabel Alejandro de León Benítez,"Avenida Sur Verdugo 329 Interior 009
San Wilfrido de la Montaña, TLAX 11102-5312",1-924-334-8468,-0.869966120536102,-79.53286213558704
1732,Ledesma Adela Segovia de la Fuente,"Privada Durango 021 395
Vieja Polonia, TLAX 52437-0871",585.667.4860x1645,-0.9377177306672977,-79.361587366678
1733,Montero Amanda Claudia Ponce,"Continuación Leiva 140 654
San Paola de la Montaña, TLAX 88846",086-964-6559x80734,-0.9137005875339442,-79.52454046839318
1734,Paredes Daniela José Luis Yáñez,"Continuación Carvajal 080 983
San Javier de la Montaña, OAX 71597-7488",+81(3)5020483490,-0.8393576204050007,-79.49390355238467
1735,Cervantes Antonio Alfredo Rubio Centeno,"Eje vial Vietman 116 Edif. 958 , Depto. 994
San Sonia de la Montaña, CHIH 86796",505-421-7411,-1.0571757365710628,-79.31265699596521
1736,Alba Florencia Trejo Casanova,"Boulevard Yemen 217 335
San Zacarías los bajos, MEX 43871-8407",(047)440-3440,-0.968162507389189,-79.26037756294349
1737,Villagómez Leonardo González,"Avenida Jalisco 004 779
Nueva Vietman, COL 99038",(878)786-1783,-1.054848637459702,-79.65260442516357
1738,Bernal Humberto Marisela Bétancourt Suárez,"Cerrada Nuevo León 033 Edif. 660 , Depto. 869
Nueva República Checa, TAMPS 55326",906.327.9290,-0.9956143953300749,-79.32718986041628
1739,Becerra Sofía Abigail Venegas,"Eje vial de la O 515 Interior 282
San Ana Luisa los bajos, TAMPS 13803",772.265.1893x72743,-1.2059410591388473,-79.54964659101937
1740,Tamez Esperanza Olivia Santillán,"Eje vial Nuevo León 491 524
Vieja Nigeria, DF 25959",244.990.5748,-1.0304447410913706,-79.57856229696762
1741,Zedillo Julio María Cristina Almaraz,"Callejón Coahuila de Zaragoza 344 Edif. 896 , Depto. 278
Nueva San Vicente y las Granadinas, DGO 29771",786.048.3041x0726,-1.0152716420152474,-79.53207011695085
1742,Arreola Cristobal Timoteo Muro,"Viaducto Georgia 799 Edif. 074 , Depto. 869
San Mercedes de la Montaña, YUC 29204",1-028-405-1553x9833,-1.2079571611208786,-79.46257590068848
1743,Lugo Dr. Darío Fajardo,"Pasaje Norte Batista 993 Edif. 054 , Depto. 673
San Fidel de la Montaña, SON 49310",(231)511-6034x1391,-1.0153112622240539,-79.3052979274447
1744,Ortega Caridad Serafín Barragán,"Calzada Armenia 336 Edif. 239 , Depto. 427
Vieja Antigua y Barbuda, COL 33640",(160)773-7376x58952,-1.0042446640066434,-79.6684913583131
1745,Valentín Elias Pulido Zavala,"Cerrada Sur Carreón 621 211
San Daniel los altos, BC 48084",(431)619-0868x84046,-0.9595528011700963,-79.52480494207305
1746,Armas Mayte Godoy,"Prolongación Somalia 401 Edif. 671 , Depto. 201
San Dalia los bajos, VER 58961-3547",703-837-8309x61408,-1.18499774501572,-79.46250929040691
1747,Orozco Alta  Gracia Montenegro Gálvez,"Eje vial Norte Madrigal 119 Edif. 524 , Depto. 776
Vieja Islas Marshall, NL 14422",772.917.0369x1487,-0.8530627725286185,-79.43853527711364
1748,Pabón Amador Zamora Pedroza,"Eje vial Norte Ybarra 152 357
San Julia los altos, MICH 82662-2295",(988)490-2338,-0.8332167745390419,-79.51563114746308
1749,Tejada Hugo Mariana Roybal,"Callejón Montez 050 Edif. 770 , Depto. 760
San Pablo de la Montaña, TAMPS 37326-1446",067-204-6466x1794,-1.1104605468582838,-79.51212041973565
1750,Espino Benito Esmeralda Ojeda,"Boulevard Quiñones 006 Interior 123
San Teresa los altos, TAMPS 87573-2974",08272184881,-1.033641808230015,-79.38183343954813
1751,Dávila Martín Nayeli Perales,"Cerrada Alcántar 810 789
San Alejandra los altos, GTO 44110",396.343.3510x7907,-1.0944907709050997,-79.47786453670678
1752,Montenegro Germán Elias Montemayor,"Callejón San Luis Potosí 954 681
Vieja Santa Lucía, YUC 48194",435-452-7342x6274,-1.0427770711711981,-79.30026189741054
1753,Ruiz Citlali Olivárez Valladares,"Andador Norte Caballero 426 Edif. 499 , Depto. 686
Vieja Suriname, DGO 80382",1-992-220-2122,-1.0841729663949742,-79.25763363777276
1754,Perea Dr. Violeta Burgos,"Callejón Puebla 667 653
San Armando los altos, TAMPS 84473",399.514.2805x1290,-1.2540360956242909,-79.45331968445714
1755,Nieto Rosalia Ricardo Urbina,"Privada Guanajuato 600 942
Vieja Sudáfrica, BCS 93904",945.503.8306x9116,-1.0051130149118526,-79.55943661242375
1756,Fuentes Ing. José Eduardo Guajardo,"Periférico Sandoval 154 Interior 200
San José los altos, NAY 42896-8583",(644)002-2604x5344,-1.0071361548296416,-79.36269115565608
1757,Echeverría Sr(a). Aurora Galarza,"Boulevard Norte Chacón 294 Edif. 551 , Depto. 973
Vieja Tuvalu, Q. ROO 55930-9835",+49(2)8230834176,-0.9067122706113366,-79.34945780963375
1758,Navarro Sr(a). Eloy Vera,"Callejón Lomeli 888 593
San Verónica los bajos, NAY 12767",908-355-2058x231,-1.0063974578116293,-79.54890437014872
1759,Quintero Cristina María Elena Canales Sanabria,"Eje vial Norte Hurtado 705 Edif. 540 , Depto. 249
San Ana Luisa los bajos, Q. ROO 56108-4913",1-999-423-5361,-1.0782108677880773,-79.50514984230351
1760,Sisneros Mtro. Alta  Gracia Espinoza,"Circuito Lesotho 011 Interior 173
San Miguel los altos, QRO 55985-7726",652-044-8969,-0.8987149267420808,-79.28235930821779
1761,Salazar Elsa Estela Meléndez,"Circunvalación Tabasco 092 Interior 553
San Dulce de la Montaña, YUC 83712",(119)315-2367,-1.0537729778517428,-79.68192360716445
1762,Aranda Noelia Aponte,"Circunvalación Sur Chávez 260 231
Nueva Lituania, MEX 98786-0637",841.276.6164x71990,-0.835182471226956,-79.39576397832094
1763,Guzmán Carla Nazario Gallegos,"Periférico Zavala 483 Edif. 748 , Depto. 076
San Mayte los bajos, OAX 82169",934.231.3849x7366,-1.1980245881138574,-79.36535009491891
1764,Espinosa Elena Rosales,"Ampliación Toledo 520 Edif. 476 , Depto. 592
Nueva Guinea Ecuatorial, COL 64530-9755",(799)405-9127,-0.9771821923653986,-79.55860211398438
1765,Velasco Rafaél José Eduardo Urrutia Colón,"Viaducto Reino Unido de Gran Bretaña e Irlanda del Norte 411 Edif. 214 , Depto. 245
San Angélica de la Montaña, SLP 93204",+84(3)7331241596,-0.8692653139514482,-79.31703281766362
1766,Moreno Margarita Barela,"Prolongación Norte Amaya 018 Interior 338
San Pamela los bajos, NAY 15432",(146)624-0493x75316,-1.0616323943229022,-79.28550974457184
1767,Hurtado César Garibay Preciado,"Continuación Cotto 646 686
Nueva Libia, ZAC 57378",(775)407-5492x04556,-0.8925569693769655,-79.3627358019605
1768,Salinas Ing. Cecilia Bañuelos,"Cerrada Querétaro 749 069
Vieja Emiratos Árabes Unidos, CAMP 65257",1-183-811-4547x37505,-0.906741965889277,-79.49881667637406
1769,Bustamante Guadalupe Saldivar,"Prolongación Garrido 434 688
San Violeta los altos, CHIS 26230",386.813.7907x23836,-0.8941715915769511,-79.5126444479338
1770,Abreu Teodoro Pedroza Córdova,"Avenida Burgos 351 897
San Andrea de la Montaña, TAB 54940",225-528-0039x62881,-1.160078127251766,-79.3871473524033
1771,Rosales Teresa Ramón Vélez,"Calle Olivera 285 Interior 371
San Mariana los bajos, BCS 35830-3261",1-335-115-6819,-1.1108279858523031,-79.2815978004686
1772,Rolón Santiago Macías Lemus,"Viaducto Almaraz 011 Edif. 810 , Depto. 372
San Mario de la Montaña, NAY 12141",048-120-3515x8340,-1.1618634245833495,-79.28656285128027
1773,Barraza Ángel Micaela Ojeda Tirado,"Diagonal Hidalgo 270 929
San Miguel Ángel los altos, QRO 55907",06919630151,-0.9645506136857439,-79.4704188045265
1774,Carrillo Daniela Pascual Pulido,"Andador Chihuahua 853 952
San Evelio los bajos, HGO 58487",1-729-901-3846,-1.2071945752415525,-79.50958842591295
1775,Noriega Sr(a). Minerva Barreto,"Boulevard Michoacán de Ocampo 711 478
San Camila los altos, COAH 12486-3975",039-306-9310x29437,-1.0647203955045936,-79.31289862505224
1776,Feliciano Ricardo Ariadna Olivárez Campos,"Privada Mongolia 849 Edif. 327 , Depto. 639
Vieja San Marino, ZAC 32599",397-975-0595,-1.1593222846175084,-79.45074378071723
1777,Carreón Ing. Anabel Ceja,"Boulevard Campeche 213 Edif. 289 , Depto. 936
Vieja Islas Marshall, SON 73718-3421",700-769-2803,-1.0388840458088253,-79.29726153441194
1778,Polanco Clara Octavio Rascón,"Avenida Montenegro 060 715
Nueva Gambia, ZAC 36000",1-724-305-8986x9348,-0.9202761421514118,-79.28790205817012
1779,Zambrano Marisela Carranza Ocampo,"Boulevard Norte Melgar 833 346
Nueva Gambia, GTO 62945-5595",709-008-0789,-0.8594023958333187,-79.4254614811118
1780,Matías Diana Ramón Barela,"Andador Tayikistán 395 Interior 987
San Mitzy los bajos, TLAX 13448",751.343.8456,-0.8800582837606026,-79.51410289680439
1781,Díaz Ing. José del Valle,"Avenida Tamaulipas 608 Edif. 227 , Depto. 980
Nueva Letonia, MICH 34685",1-244-175-2022x249,-0.9400052332424425,-79.66867058291122
1782,Cintrón Dalia Eloisa Olivas Dávila,"Ampliación Cortés 616 Edif. 492 , Depto. 886
Vieja República Centroafricana, BCS 05548-2242",1-440-083-3879x923,-0.9631714806062525,-79.52212356760691
1783,Rojo Cornelio Elena Ozuna Carrasco,"Circunvalación Nuevo León 537 Edif. 133 , Depto. 607
San Elsa los altos, CHIH 97275-2419",(813)540-7451x78663,-0.9283965938187357,-79.52184591619611
1784,Reyes Marisela Verduzco Quintanilla,"Calzada Norte Rivera 366 Interior 488
San Reina de la Montaña, AGS 71240-4019",1-681-906-0265,-0.9866187679331783,-79.35281245741088
1785,Montes Jonás Patricia Lemus,"Boulevard Cabrera 566 Interior 742
Vieja Nueva Zelandia, SON 11538-4540",837-819-3194,-0.969860564883938,-79.53254266688172
1786,Moya Camila Caballero,"Prolongación Norte Rubio 084 Edif. 518 , Depto. 377
Nueva Mongolia, CHIH 89777-0623",(700)553-0655x24426,-1.035357668332921,-79.57727889975025
1787,Caballero Ignacio del Valle,"Eje vial Verdugo 676 Edif. 436 , Depto. 607
San Evelio los bajos, MOR 00481",(308)516-9354x6295,-0.959298709721613,-79.39453763181378
1788,Menéndez Vicente Sánchez,"Boulevard Guerrero 290 Edif. 850 , Depto. 940
San Anel los altos, SON 79585",496-281-7008,-0.823308290403451,-79.5467168340797
1789,Reyes Elena Diego Olivárez Ortiz,"Pasaje Sri Lanka 918 Edif. 628 , Depto. 465
San Hermelinda de la Montaña, JAL 23730",932-694-6461x102,-1.0221171722538838,-79.29418723630245
1790,Barragán Mtro. Omar Caballero,"Prolongación Sur Acuña 543 Interior 677
Vieja Túnez, CHIS 79726-6871",(261)131-5015,-0.8681649385177148,-79.35939287086131
1791,Concepción Bruno Bétancourt Burgos,"Callejón Durango 701 Interior 555
Vieja Timor-Leste, QRO 89308-0282",871.904.8950x050,-0.9855108133119032,-79.48911456990041
1792,Vélez Dr. Antonio Ojeda,"Prolongación Melgar 743 320
Nueva Liechtenstein, CHIH 52195-5152",524-473-3560x46415,-1.0612338433476163,-79.3814456907464
1793,Benavides Luz Carlos Molina,"Retorno Salcido 314 Edif. 460 , Depto. 505
San Cynthia de la Montaña, PUE 09667",584-729-4827,-0.9072565951145326,-79.63425490740404
1794,Macías Fidel Téllez,"Diagonal Miranda 829 Edif. 766 , Depto. 401
Nueva República de Corea, CHIS 26219",1-133-400-0370x51219,-1.1398504167539456,-79.40204217258618
1795,Pizarro Daniel Baca,"Ampliación Norte Galván 763 Interior 534
Vieja Japón, GTO 34011",(904)824-2042,-1.0983557985814942,-79.31780909617345
1796,Naranjo Natividad Amelia Godínez Sáenz,"Privada Sinaloa 973 789
Vieja Micronesia, GRO 61954",1-621-969-6379,-0.9480964998236815,-79.53046846286236
1797,Salcedo Zacarías Rosado Lucio,"Avenida Baja California Sur 698 Edif. 426 , Depto. 308
Vieja Ghana, NAY 41974-7129",829.701.7354,-1.1156570276257525,-79.28411295895191
1798,Espinal Felipe de la Garza,"Eje vial Merino 883 Edif. 555 , Depto. 388
San José Carlos los altos, CAMP 83049-8292",+39(3)4456698199,-1.2367190661875749,-79.48868033807709
1799,Gallegos Felipe Leticia Ocampo Armendáriz,"Avenida Quintero 629 233
San Angélica los bajos, COL 99245",(921)053-1586,-0.8719215983875702,-79.5977504334867
1800,Saldivar María José Alemán,"Circuito Gómez 418 Interior 190
Vieja Côte d'Ivoire, GTO 45418",687.152.1188x782,-1.065820116359836,-79.53134524906542
1801,Aguilera Daniel Jesús Jasso,"Andador Tabasco 353 Interior 494
Vieja Uganda, TAMPS 12023",002.479.0939,-0.9501595741916702,-79.38683743461439
1802,Berríos Gerónimo Rocha Alba,"Cerrada Sur Ocampo 200 Interior 613
Vieja Marruecos, DGO 25358",035-384-3899,-0.9236507490146011,-79.31482606839427
1803,Burgos Amanda Lerma Ocasio,"Avenida Belice 221 Edif. 510 , Depto. 054
Vieja Haití, GRO 31847",217-468-0817,-1.085900621311432,-79.62678612460515
1804,Ordóñez Norma Agustín Perales,"Eje vial Navarrete 346 Edif. 176 , Depto. 460
Vieja Letonia, OAX 35687-6103",103.106.3475,-1.2384510281473387,-79.53782923479625
1805,Arroyo Sr(a). Delia Ávalos,"Calzada Sur Narváez 275 649
San Vicente los bajos, CAMP 98646-0458",+45(7)7850186676,-0.9562558467931079,-79.31596487148356
1806,Sierra Esmeralda Sauceda,"Privada Norte Cintrón 105 Interior 999
Nueva Pakistán, MICH 74113-8128",422.489.4102,-1.0520675090828453,-79.46142862017201
1807,Coronado Sr(a). Noemí Villagómez,"Andador Michoacán de Ocampo 492 Interior 098
Vieja Líbano, OAX 27123-9711",946.307.4705x9946,-0.9622729137628266,-79.41391747025507
